ID,Municipality,Contract Type,Fund Source,Serial Number,Description,Year,Contract Awardee,Awardee Headquarters,Date Signed,Estimated Cost,Price,Annex,value,overun_%
117,KACANIK,Not Provided,Not Provided,KA652/12/002/136,Furnizim me pajisje teknologjike - Lloptop per keshilltaret Komunal,2012,ELITA IT NTSH,Kacanik,28-Feb-12,Not Provided,"9,585.00",Not Provided,9585,0
118,FERIZAJ,Services,Municipal Budget,6,"Pastrimi dhe mirembajtja e objektit te Komunes,Dispanzerit, Qendra nr.2, Qendra nr.4 dhe QPS-se ne Ferizaj",2012,SCORPION SHPK,Viti,1-Mar-12,0,0,"4,683.87",4683.87,0
119,FERIZAJ,Services,National Budget,7,Dhenja me qira e tregut te gjelber ne Ferizaj me siperfaqe 22081 m2,2012,ELRON SHPK,Ferizaj,12-Mar-12,0,"92,400.00",0,92400,0
120,KACANIK,Not Provided,Not Provided,KA652/12/004/536,Rregullimi I stazes gjelberuese ne pjesen lindore te lumin Nerodime,2012,ATC COM NNP,Kacanik,22-Mar-12,Not Provided,"7,039.38",Not Provided,7039.38,0
121,FERIZAJ,Services,National Budget,14,Dhenja me qira e tregut te kafsheve ne Ferizaj me siperfaqe 10000 m2,2012,STACIONI QENDROR I VETERINAIRSE,Ferizaj,2-Apr-12,0,"23,280.00",0,23280,0
122,KACANIK,Not Provided,Not Provided,KA652/12/013/136,Furnizim me repromaterial bujqesor (fare misri dhe pleh Artificial) per mbeshtetje te fermereve,2012,FITOFARMA NTP,Ferizaj,23-Apr-12,Not Provided,"9,640.00",Not Provided,9640,0
123,KACANIK,Not Provided,Not Provided,KA652/12/014/236,Rregullimi I sistemit pike pike te ujitjes ne pemishte,2012,NDRIQIMI NT,Kacanik,23-Apr-12,Not Provided,"8,767.50",Not Provided,8767.5,0
124,KACANIK,Not Provided,Not Provided,KA652/12/016/136,Funizim me ushqim dhe pije,2012,GEZIMI DPT,Kacanik,25-Apr-12,Not Provided,"10,000.00",Not Provided,10000,0
125,KACANIK,Not Provided,Not Provided,KA652/12/008/236,Mirmbajtja dhe riparimi I automjeteve,2012,MALESIA NTP,Kacanik,26-Apr-12,Not Provided,"10,000.00",Not Provided,10000,0
126,KACANIK,Not Provided,Not Provided,KA652/12/011/136,Furnizim me pajisje medicionale per laboratorin e QKMF-se,2012,ATOM MED NTSH,Ferizaj,10-May-12,Not Provided,"9,716.00",Not Provided,9716,0
127,KACANIK,Not Provided,Not Provided,KA652/12/018/236,"Rregullimi I bustit te deshmorit Qmil Ilazi, ""Komandat Bardhi""",2012,ARTE - ATELE DPZ,Fushe Kosove,10-May-12,Not Provided,"5,499.80",Not Provided,5499.8,0
128,KACANIK,Not Provided,Not Provided,KA652/12/005/521,"Ndertimi dhe asfaltimi I rruges ""Ramadan Agushi""",2012,ATC COM NNP,Kacanik,14-May-12,Not Provided,"49,824.45",Not Provided,49824.45,0
129,KACANIK,Not Provided,Not Provided,KA652/12/006/521,Rregullimi I perroit ne rrugaen Lidhja e Prizrenit,2012,REMA NTSH,Kacanik,16-May-12,Not Provided,"24,420.00",Not Provided,24420,0
130,KACANIK,Not Provided,Not Provided,KA652/12/003/521,Asfaltimi dhe rregullimi I rrugeve lokale,2012,EUROTRANS NNT,Kacanik,24-May-12,Not Provided,"50,000.00",Not Provided,50000,0
131,KACANIK,Not Provided,Not Provided,KA652/12/012/521,"Ndertimi dhe asfaltimi I rruges ""Agim Bajrami""",2012,MAGJISTRALJA NNT,Gjilan,25-May-12,Not Provided,"39,815.95",Not Provided,39815.95,0
132,KACANIK,Not Provided,Not Provided,KA652/12/021/236,Sherbimet e Zerimit per nevojat e komunes se Kacanikut,2012,FBT NTSH,Kacanik,28-May-12,Not Provided,"10,000.00",Not Provided,10000,0
133,KACANIK,Not Provided,Not Provided,KA652/12/023/536,Adaptimi I hyrjes dhe daljes se ures mbi lumin Nerodime,2012,AR DRITI NTSH,Ferizaj,5-Jun-12,Not Provided,"9,973.50",Not Provided,9973.5,0
134,KACANIK,Not Provided,Not Provided,KA652/12/28/236,"Punimi I planit rregullues urban per zonen e I-re urbanistike ne qytetin e Kacanikut, faza e dyte",2012,INSI SHPK,Prishtine,19-Jun-12,Not Provided,"9,950.00",Not Provided,9950,0
135,KACANIK,Not Provided,Not Provided,KA652/12/31/536,Ndertimi I rrjetit te ujesjellsit per shkollen fillore ne fshatin Vate,2012,MURSELI COMPANY SHPK,Kacanik,20-Jun-12,Not Provided,"5,497.95",Not Provided,5497.95,0
136,KACANIK,Not Provided,Not Provided,KA652/12/33/521,Mirmbajtja e rrjetit te ndricimit publik,2012,ELEKTRA NTSH,Hani I Elezit,22-Jun-12,Not Provided,"10,000.00",Not Provided,10000,0
137,KACANIK,Not Provided,Not Provided,KA652/12/32/136,Furnizim me material stomatologjik dhe laboratorik per QKMF- ne,2012,ATOM MED NTSH,Ferizaj,3-Jul-12,Not Provided,"10,000.00",Not Provided,10000,0
138,FERIZAJ,Services,Municipal Budget,72,Sigurimi fizik i objektit te Komunes dhe objekteve te QKMF-se ne Ferizaj,2012,ROJET E NDERIT SHPK,Prishtine,5-Jul-12,0,0,"2,842.56",2842.56,0
139,KACANIK,Not Provided,Not Provided,KA652/12/035/521,Ndertimi i serrave me siperfaqe prej 256 m_ per subvecionimin e fermereve,2012,KASTRIOTI NSH,Ferizaj,16-Jul-12,Not Provided,"36,700.00",Not Provided,36700,0
140,KACANIK,Not Provided,Not Provided,KA652/12/38/536,Ndertimi I pllakes perkujtimore te deshmoreve te lirise ne fshatin Kotline,2012,REMA NTSH,Kacanik,19-Jul-12,Not Provided,"2,760.80",Not Provided,2760.8,0
141,KACANIK,Not Provided,Not Provided,KA652/12/39/536,"Sanimi I rrjetit te kanalizimit fekal ne shf. ""Emin Duraku"" ne Kacanik",2012,ATC COM NNP,Kacanik,19-Jul-12,Not Provided,"2,560.29",Not Provided,2560.29,0
142,FERIZAJ,Services,National Budget,83,Vaksinimi i dheneve dhe dhive kunder semundjes infektive Enterotoksemia ne Komunen e Ferizajt,2012,AMB FARMACIA VETERIN GONI,Ferizaj,27-Jul-12,0,0,"3,330.00",3330,0
143,KACANIK,Not Provided,Not Provided,KA652/12/30/521,Largimi I mbeturinave nga deponit ilegale dhe pastrimi I perrockave,2012,KRM PASTRIMI,Ferizaj,1-Aug-12,Not Provided,"61,958.50",Not Provided,61958.5,0
144,PRISHTINE,Design Contest,National Budget,92,Hartimi i zgjedhjes ideore per pishinen ne Germi,2012,GM ARHITEKTURE,Prishtine,10-Aug-12,Not Provided,"32,500.00",Not Provided,32500,0
145,KACANIK,Not Provided,Not Provided,KA652/12/37/521,Meremetimi I pjeserishem ne disa shkolla ne Komunene Kacanikut,2012,MURSELI COMPANY SHPK,Kacanik,14-Aug-12,Not Provided,"27,517.12",Not Provided,27517.12,0
146,KACANIK,Not Provided,Not Provided,KA652/12/34/121,"""Furnizim me nafte dhe derivate te naftes per nevojat e SHCK-se, Shendetesine, Shkollat dhe Zjarrfiksat"", Kontrate njevjeqare",2012,SHKENDIA NTSH,Kacanik,17-Aug-12,Not Provided,"125,000.00",Not Provided,125000,0
147,KACANIK,Not Provided,Not Provided,KA652/12/41/121,Furnizim me materijal per mirembajtjen e objekteve te administrates Komunale,2012,JETA E RE NTSH,Kacanik,17-Aug-12,Not Provided,"20,000.00",Not Provided,20000,0
148,FERIZAJ,Jobs,Municipal & National Budget,119,Asfaltimi i 11 (njembedhjete) rrugeve ne Ferizaj LOT II,2012,GASHI ING NNTPP,Suhareke,21-Aug-12,0,"87,177.90",0,87177.9,0
149,FERIZAJ,Services,Municipal Budget,126,_Dhenja me qira e tregut te gjelber ne Ferizaj me siperfaqe 22081 m2,2012,ELRON SHPK,Ferizaj,24-Aug-12,0,0,"92,400.00",92400,0
150,KACANIK,Not Provided,Not Provided,KA652/12/047/536,"Sanimi I rrjetit te kanalizimit fekal te banesa e ""Ish Komitetit"" dhe ne rrugen ""Ganimete Terbeshi"" - Kacanik",2012,PERZHA NPSH,Kacanik,28-Aug-12,Not Provided,"2,313.70",Not Provided,2313.7,0
151,FERIZAJ,Jobs,Municipal & National Budget,131,Ndertimi i pusetave per instalime nentokesore ne bashkefinancim me KEK-un,2012,STRASSEN & TIEFBAU NNP,Ferizaj,4-Sep-12,0,"40,878.00",0,40878,0
152,KACANIK,Not Provided,Not Provided,KA652/12/42/521,Punimi I varrezave te deshmoreve ne Kacanik - Faza e dyte,2012,P & I NNSH,Kacanik,4-Sep-12,Not Provided,"47,837.88",Not Provided,47837.88,0
153,FERIZAJ,Services,Municipal Budget,75,Bartja e minoriteteve.,2013,METI COMERC NPT,Ferizaj,23-Jul-13,Not Provided,"2,000.00",Not Provided,2000,0
154,FERIZAJ,Jobs,Municipal Budget,85,"Eliminimi i kabllos se vjeter dhe vendosja e kabllos se re sipas zgjidhjes
teknike te ofruar nga KEK-u te stadiumi i ri i qytetit(projekt me BE).",2013,ELEKTRO HETA NTSH,Ferizaj,30-Jul-13,Not Provided,"9,979.20",Not Provided,9979.2,0
155,FERIZAJ,Jobs,National Budget,97,Ndertimi i rrjetit te kanalizimit fekal ne rrugen ''Liman Reka'' ne Ferizaj.,2013,BERISHA COMPANY SHA,Ferizaj,29-Aug-13,Not Provided,"9,962.41",Not Provided,9962.41,0
156,FERIZAJ,Jobs,National Budget plus Donation,103,"LOT II: Shtruarja e kater rrugeve me kubeza betoni:
1. Shtruarja me kubeza e rruges _Nermin Vlora,
2. Shtruarja me kubeza e rruges _Riza Goga,
3. Shtruarja me kubeza e rruges _Elhami Hasani,
4. Shtruarja me kubeza e rruges _Lutfi Haxhidema-krahu I.
",2013,ESKAVATORI COMPANY & KEMA COMPANY SHPK,Ferizaj,11-Sep-13,Not Provided,"39,944.46",Not Provided,39944.46,0
157,FERIZAJ,Jobs,National Budget plus Donation,104,"LOT III: Asfaltimi i 4 rrugeve:
1. Asfaltimi i rruges _Fatmir Kerceli,
2. Asfaltimi i rruges _Pjeter Budi,
3. Asfaltimi i rruges - lagjja Neziri, fsh. Muhoc,
4. Asfaltimi i rruges - lagjja Ahmetaj, fsh. Muhoc.
",2013,LINDA SHPK,Ferizaj,11-Sep-13,Not Provided,"44,903.70",Not Provided,44903.7,0
158,FERIZAJ,Jobs,National Budget plus Donation,105,"Lot-I-: Asfaltimi i dy rrugeve:
1. Asfaltimi i rruges ne fshatin Sojeve _ lagjia Limanaj,
2. Asfaltimi i rruges ne fshatin Sojeve _ lagjia e Xhamise.
",2013,STRASSEN & TIEFBAU NNP,Ferizaj,11-Sep-13,Not Provided,"27,181.00",Not Provided,27181,0
159,FERIZAJ,Jobs,National Budget plus Donation,106,"Lot-II-: Asfaltimi i kater rrugeve:
1. Asfaltimi i rruges _Qazim Llugaxhiu,
2. Asfaltimi i rruges ne fshatin Muhoc - lagjia Rexhepi,
3. Asfaltimi i rruges _Anton _etta,
4. Asfaltimi i rruges ne fshatin Pleshine - lagjia Kurtaliqi,Dinolli,Canaj dhe Xhuka.
",2013,STRASSEN & TIEFBAU NNP,Ferizaj,11-Sep-13,Not Provided,"69,880.50",Not Provided,69880.5,0
160,FERIZAJ,Jobs,National Budget plus Donation,107,"Lot-III-: Shtruarja e tri rrugeve me kubeza betoni:
1. Shtruarja me kubeza e rruges _Idriz Maliqi,
2. Shtruarja me kubeza e rruges _Hysni Kajtazi,
3. Shtruarja me kubeza e rruges _Abdylselam Ahmeti.
",2013,ATC COM NNP,Kacanik,11-Sep-13,Not Provided,"51,925.80",Not Provided,51925.8,0
161,FERIZAJ,Jobs,National Budget plus Donation,108,"Lot-IV-: Shtruarja e dy rrugeve me kubeza betoni:
1. Shtruarja me kubeza e rruges _Lutfi Haxhidema,
2. Shtruarja me kubeza e rruges _Ali Ivaja.
",2013,EURO PARKU NTP,Ferizaj,11-Sep-13,Not Provided,"20,503.90",Not Provided,20503.9,0
162,FERIZAJ,Jobs,Municipal & National Budget,115,"Mirembajtja e rrugeve me asfalt dhe trotoaret.
LOT II: Trotoaret.
",2013,ESKAVATORI COMPANY,Ferizaj,2-Oct-13,Not Provided,"20,000.00",Not Provided,20000,0
163,FERIZAJ,Jobs,Municipal Budget,120,Hapja e pusit ne fshatin Zllatar per afro 15 familje.,2013,BETONI & MB,Ferizaj,3-Oct-13,Not Provided,"5,705.50",Not Provided,5705.5,0
164,FERIZAJ,Services,Municipal Budget,121,Bartja e punetoreve stinor ne relacionin Ferizaj - Burrnik dhe anasjelltas.,2013,SHEMA SHPK,Ferizaj,3-Oct-13,Not Provided,"4,780.00",Not Provided,4780,0
165,FERIZAJ,Supply,Municipal Budget,122,Furnizimi me material per rregullimin e rruges te QMF-IV- ne Ferizaj.,2013,COMPANY MURSELI,Ferizaj,3-Oct-13,Not Provided,"6,335.00",Not Provided,6335,0
166,FERIZAJ,Jobs,Municipal Budget,128,Ndertimi i rrjetit te kanalizimit fekal ne disa lagje te fshatit Lloshkobare ne Ferizaj.,2013,ENISI NPSH,Ferizaj,19-Oct-13,Not Provided,"9,958.60",Not Provided,9958.6,0
167,FERIZAJ,Jobs,Municipal Budget,129,Ndertimi i rrjetit te ujesjellesit ne lagjen e Haxhibanusheve ne fshatin Neredime dhe kanalizimi fekal ne lagjen Mehaj dhe Jusufi ne fshatin Lloshkobare.,2013,ENISI NPSH,Ferizaj,19-Oct-13,Not Provided,"9,928.85",Not Provided,9928.85,0
168,FERIZAJ,Counseling Services,Municipal Budget,132,Sherbime gjeodezike dhe kadastrale per nevoja te shpronesimit ne Komunen se Ferizajt,2013,VIZURIMI & NPP GEO INFO NPSH,Ferizaj,24-Oct-13,Not Provided,"20,000.00",Not Provided,20000,0
169,FERIZAJ,Supply,National Budget,147,LOT-II-:Furnizimi me Ultraze.,2013,KOSOVAMED SHPK,Prishtine,6-Nov-13,Not Provided,"16,380.00",Not Provided,16380,0
170,FERIZAJ,Supply,National Budget,148,LOT-III-:Furnizimi me analizatore.,2013,ATOM MED NTSH,Ferizaj,6-Nov-13,Not Provided,"32,000.00",Not Provided,32000,0
171,FERIZAJ,Jobs,Municipal & National Budget plus Donation,151,"LOT I: 
1. Kanalizimi dhe asfaltimi i rruges _Smajl Gorani,
2. Kanalizimi dhe asfaltimi i rrugices qe lidhet me rrugen _Bajram dhe Gursel Sylejmani,
3. Kanalizimi dhe asfaltimi i rrugeve _Sefedin Firzadhe _Desanka Maksimoviq.
",2013,ESKAVATORI COMPANY & KEMA COMPANY SHPK,Ferizaj,7-Nov-13,Not Provided,"91,518.39",Not Provided,91518.39,0
172,FERIZAJ,Jobs,Municipal & National Budget plus Donation,152,"LOT II: 
1. Asfaltimi i rrugeve ne fshatin Koshare-lagjia e Maqiteveve,
2. Asfaltimi i rruges ne fshatin Sojeve _ lagjia Velegllaveve.
",2013,PAPENBURG & ADRIANI,Ferizaj,7-Nov-13,Not Provided,"50,200.30",Not Provided,50200.3,0
173,FERIZAJ,Jobs,Municipal Budget plus Donation,153,"LOT III: 
1. Shtruarja me kubeza e rruges _Rexhep Demiri.
",2013,ESKAVATORI COMPANY,Ferizaj,7-Nov-13,Not Provided,"10,146.00",Not Provided,10146,0
174,GJILAN,Jobs,Not Provided,141,meremetimi I rruges Livoq I Ulet - Konsoni-Cerrnice,2013,TALI,Gjilan,11-Nov-13,Not Provided,"9,825.00",Not Provided,9825,0
175,FERIZAJ,Jobs,Donation,157,Rregullimi i i nxemjes qendrore ne sh.f. ''Mejdi Xhaferi'' ne fshatin Mirosale.,2013,AR DRITI NTSH,Ferizaj,12-Nov-13,Not Provided,"3,381.00",Not Provided,3381,0
176,FERIZAJ,Not Provided,National Budget,160,Ndertimi i shtepive per raste sociale.,2013,DONELI NN,Ferizaj,15-Nov-13,Not Provided,Not Provided,"4,879.50",4879.5,0
177,FERIZAJ,Supply,Municipal Budget,161,Furnizimi me gypsjelles te ujit ne lagjen Saraishte - Ferizaj.,2013,BERISHA COMPANY SHA,Ferizaj,15-Nov-13,Not Provided,"9,915.66",Not Provided,9915.66,0
178,FERIZAJ,Jobs,Municipal Budget,164,Rregullimi i shtratit te lumit - pjesa nga fsh. Koshare ne drejtim te fsh. Muzeqine.,2013,LEONARDI TRANS NTSH,Ferizaj,23-Nov-13,Not Provided,"9,876.40",Not Provided,9876.4,0
179,FERIZAJ,Jobs,Municipal Budget,167,Rregullimi i kanalizimit fekal dhe zgjerimi i trotuareve pergjate magjistrales ne fsh. Sojeve.,2013,ATC COM NNP,Kacanik,26-Nov-13,Not Provided,"6,120.00",Not Provided,6120,0
180,FERIZAJ,Jobs,Municipal Budget,168,Riparimi i kanalizimit atmosferik ne rrugen ''Arsim Bega'' dhe sanimi i rruges se demtuar qe lidhet me rr. ''Arsim Bega''.,2013,EURO INFRASTRUKTURA SHPK,Ferizaj,26-Nov-13,Not Provided,"9,847.50",Not Provided,9847.5,0
181,FERIZAJ,Jobs,Donation,171,Rregullimi i seres ne sh.m.bujqesore ''Zenel Hajdini'' ne Ferizaj.,2013,NOLI S NNP,Ferizaj,26-Nov-13,Not Provided,"2,170.00",Not Provided,2170,0
182,FERIZAJ,Jobs,Municipal Budget,178,Furnizimi me rrethoje dhe rregullimi i hapesires rreth shtatores se deshmorit Driton Islami.,2013,STAR GRAF NPSH,Ferizaj,5-Dec-13,Not Provided,"9,985.00",Not Provided,9985,0
183,FERIZAJ,Services,National Budget,183,_Hartimi i planit rregullues (Zona e V-te) e qytetit Ferizaj,2013,VIZION PROJEKT,Prishtine,9-Dec-13,Not Provided,"69,680.00",Not Provided,69680,0
184,FERIZAJ,Jobs,Municipal Budget,186,"Furnizimi dhe montimi i materialit elektrik per kompletimin e LP 10 kV
 per TS ne fsh.Mirash.
",2013,ELEKTRO HETA NTSH,Ferizaj,11-Dec-13,Not Provided,"6,635.00",Not Provided,6635,0
185,FERIZAJ,Supply,Municipal Budget,192,Furnizim me kabllo te tensionit te larte XHE 49A 1x240 mm2/25 me izolim nga polietileni rrjetor per rr. Rexhep Bislimi ne Ferizaj.,2013,BAGDAT NTSH,Viti,12-Dec-13,Not Provided,"23,800.00",Not Provided,23800,0
186,FERIZAJ,Services,Municipal Budget,195,Lot-I- : Pastrimi i rrugeve te qytetit gjate sezonit dimeror dhe veror.,2013,KRM PASTERTIA,Ferizaj,13-Dec-13,Not Provided,"332,117.82",Not Provided,332117.82,0
187,FERIZAJ,Services,Municipal Budget,196,Lot-II- : Pastrimi i rrugeve te fshatrave(pjesa perendimore)gjate sezonit dimeror.,2013,MBROJTJA E AMBIEN TIT & LUBO TENI NPSH,Ferizaj,13-Dec-13,Not Provided,"91,757.82",Not Provided,91757.82,0
188,FERIZAJ,Services,Municipal Budget,197,Lot-III-: Pastrimi i rrugeve te fshatrave(pjesa lindore)gjate sezonit dimeror.,2013,RAHOVICA COMERC NTP,Ferizaj,13-Dec-13,Not Provided,"114,791.40",Not Provided,114791.4,0
189,FERIZAJ,Jobs,National Budget,200,Montimi i konstruksionit metalik per bredhin e qytetit dhe vendosja e shtyllave metalike,2013,METAL LA_I SHPK,Gjilan,13-Dec-13,Not Provided,"5,780.00",Not Provided,5780,0
190,FERIZAJ,Supply,Municipal Budget,203,Furnizimi me lule per nevojat e Administrates Komunale ne Ferizaj.,2013,PRO MIX NPT,Ferizaj,13-Dec-13,Not Provided,"5,760.00",Not Provided,5760,0
191,FERIZAJ,Jobs,Municipal Budget,205,Rregullimi i shtratit te lumit - pjesa nga fsh. Slivove deri ne fsh. Koshare.,2013,LEONARDI TRANS NTSH,Ferizaj,18-Dec-13,Not Provided,"9,939.50",Not Provided,9939.5,0
192,FERIZAJ,Jobs,Municipal Budget,208,Ndricimi i rrugeve te pa ndricuara ne qytet - faza e III-te.,2013,BESA NSH,Ferizaj,19-Dec-13,Not Provided,"9,886.50",Not Provided,9886.5,0
193,FERIZAJ,Supply,Municipal Budget,3,Furnizimi me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj.,2014,ATOM MED NTSH,Ferizaj,10-Feb-14,Not Provided,"3,889.00",Not Provided,3889,0
194,KACANIK,Services,Not Provided,KA652/14/001/221,"Sigurimi fizik i objekteve te Administrates Komunale,Qendres Kryesore te Mjekesise Familjare dhe Shtepise se Kultures, Xheladin Kurtaj""- Kacanik. Kontrate njevjecare",2014,ALPHA PRIVATE SECURITY SHPK,Prishtine,27-Feb-14,Not Provided,"41,042.90",Not Provided,41042.9,0
195,KACANIK,Supply,Not Provided,KA652/14/02/136,Furnizim me lende djegese thengjill per Administraten Komunale - Kacanik,2014,AJRONI COM NTP,Prishtine,28-Mar-14,Not Provided,"2,248.94",Not Provided,2248.94,0
196,KACANIK,Supply,Not Provided,KA652/14/008/136,"_Furnizim me materijal higjenik per nevojat e SHCK-se, Shkollat, Zjarrfiksave dhe Shendetsine, kontrate njevjeqare",2014,LATI NTP,Kacanik,8-Apr-14,Not Provided,"10,000.00",Not Provided,10000,0
197,FERIZAJ,Supply,Municipal Budget,19,Furnizimi me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj. LOT-IV- Furnizimi me material per nevojat e stomatologjise,2014,ANDIDENT NTP,Ferizaj,10-Apr-14,Not Provided,"24,491.30",Not Provided,24491.3,0
198,KACANIK,Jobs,Not Provided,KA652/14/004/,Ndrrimi i poqave te ndriqimit publik,2014,ELEKTRA NTSH,Hani I Elezit,14-Apr-14,Not Provided,"5,871.92",Not Provided,5871.92,0
199,KACANIK,Jobs,Not Provided,KA652/14//10/536,Ndertimi I varrezave te veteraneve te U_K-se,2014,GRANITI AR NT,Kacanik,15-Apr-14,Not Provided,"3,600.00",Not Provided,3600,0
200,KACANIK,Services,Not Provided,KA652/14/12/236,Punimi I elaboratit gjeomekanik per ndertimin e palestres sportive- Kacanik,2014,GEOTEST ENGINEERING NSH,Rahovec,16-Apr-14,Not Provided,"9,740.00",Not Provided,9740,0
201,KACANIK,Services,Not Provided,KA652/14/17/236,Mbjellja e drunjeve dekorativ dhe rregullimi I hapsires gjelberuese,2014,QENDRA E FIDANEVE NPT,Kamenice,28-Apr-14,Not Provided,"2,385.00",Not Provided,2385,0
202,KACANIK,Supply,Not Provided,KA652/14/007/121,"Furnizim me materijal harxhues administrativ per Shck-ne, Shkollat, Zjarrfiksat dhe Shendetsine, kontrate njevjeqare",2014,VLORA NTP,Prishtine,2-May-14,Not Provided,"36,000.00",Not Provided,36000,0
203,KACANIK,Sale,Not Provided,KA652/14/13/221,Shitja e asortimenteve drusore,2014,PATI NSHT,Kacanik,12-May-14,Not Provided,"17,929.92",Not Provided,17929.92,0
204,KACANIK,Not Provided,Not Provided,KA652/14/16/236,"Punimi, instalimi dhe trajnimi I stafit per programin e kontabilitetit te Komunes",2014,ABACUS GROUP SHPK,Prishtine,12-May-14,Not Provided,"3,300.00",Not Provided,3300,0
205,FERIZAJ,Supply,Municipal Budget,37,"Furnizim me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj.
LOT III _ Furnizim me terapi ampullare dhe infuzione per nevojat e QKMF-se-Ferizaj.",2014,AGANI LTD SHPK,Prishtine,16-May-14,Not Provided,"21,188.00",Not Provided,21188,0
206,FERIZAJ,Supply,Municipal Budget,38,"Furnizim me produkte medicinale dhe material hargjues medicinal per nevojat e QKMF-se ne Ferizaj.
LOT -II-: Furnizim me reagensa dhe mate- rial hargjues per laboratoret e QKMF-se.
",2014,ATOM MED NTSH,Ferizaj,16-May-14,Not Provided,"39,791.40",Not Provided,39791.4,0
207,FERIZAJ,Services,Municipal Budget,39,Ankand:Per shitjen e mases drusore (e shtrire) ne ngastrat kadastrale ne Ferizaj.,2014,METI COMERC NPT,Ferizaj,19-May-14,Not Provided,"25,065.13",Not Provided,25065.13,0
208,KACANIK,Services,Not Provided,KA652/14/15/521,Ndertimi I rrjetit te kanalizimit fekal dhe atmosferik ne fshatin Kacanik te vjeter si dhe ndertimi I kanalizimit fekal ne lagjen lekaj te fshatit Doganaj,2014,VIZIONI BD NPSH,Kacanik,29-May-14,Not Provided,"47,684.14",Not Provided,47684.14,0
209,KACANIK,Not Provided,Not Provided,KA652/14/021/521,Asfalltimi i rruges ne f. Semaj F-II-te (Ritenderim),2014,GERLICA COMPANY SHPK,Ferizaj,2-Jun-14,Not Provided,"59,000.50",Not Provided,59000.5,0
210,KACANIK,Jobs,Not Provided,KA652/14/23/536,Ndrrimi I gypit te ujesjellsit kryesor prej ujematesit deri tek rrjeti kryesor ne shtepin e kultures dhe rregullimi I rrjetit te ujesjellsit te Qerdhja e Femive,2014,CIMA NTSH,Kacanik,2-Jun-14,Not Provided,"3,496.20",Not Provided,3496.2,0
211,KACANIK,Jobs,Not Provided,KA652/14/20/521,Asfaltimi I rruges se lagjeve Tron dhe Mezraj te fshatit Kovacec,2014,MURSELI COMPANY SHPK,Kacanik,3-Jun-14,Not Provided,"34,577.72",Not Provided,34577.72,0
212,KACANIK,Jobs,Not Provided,KA652/14/22/521,"Asfaltimi I rruges ne fshatin Gerlic-Prushaj, faza e pare
",2014,GERLICA COMPANY SHPK,Ferizaj,3-Jun-14,Not Provided,"32,000.35",Not Provided,32000.35,0
213,KACANIK,Jobs,Not Provided,KA652/14/19/521,Asfaltimi I rruges ne lagjen selman ne fshatin Doganaj,2014,KEMA COMPANY SHPK,Lipjani,5-Jun-14,Not Provided,"21,823.41",Not Provided,21823.41,0
214,KACANIK,Jobs,Not Provided,KA652/14/25/536,"Sanimi I rrjetit te ujesjellsit per Lagjet : Doganaj, Kolsh, Sheler",2014,MURSELI COMPANY SHPK,Kacanik,6-Jun-14,Not Provided,"9,985.00",Not Provided,9985,0
215,KACANIK,Jobs,Not Provided,KA652/14/009/521,Asfalltimi i rruges ne fshatin Sllatine,2014,P & I NNSH,Kacanik,9-Jun-14,Not Provided,"161,057.05",Not Provided,161057.05,0
216,KACANIK,Supply,Not Provided,KA652/14/23a/136,Furnizim me materijal Stomatologjik per QKMF-ne Kacanik,2014,ANDIDENT NTP,Ferizaj,10-Jun-14,Not Provided,"10,000.00",Not Provided,10000,0
